datetime_code,message_types,payloads
04/02/2025 11:35:54 FD,ahrs2_t;ahrs_t;attitude_t;ekf_status_report_t;file_transfer_protocol_t;global_position_int_t;gps_raw_int_t;heartbeat_t;meminfo_t;mission_current_t;nav_controller_output_t;power_status_t;raw_imu_t;rc_channels_t;scaled_imu2_t;scaled_pressure_t;servo_output_raw_t;sys_status_t;system_time_t;terrain_report_t;vfr_hud_t;wind_t,autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 |  | pitch=0.012; pitchspeed=-0.000; roll=0.024; rollspeed=0.001; time_boot_ms=964208.000; yaw=3.051; yawspeed=-0.000 | airspeed=0.058; alt=553.420; climb=-0.034; groundspeed=0.047; heading=174.000 | altitude=555.180; lat=-143012729.000; lng=-426905620.000; pitch=0.029; roll=0.009; yaw=3.058 |  |  |  |  |  |  |  |  |  |  | alt=553390.000; lat=-143012729.000; time_boot_ms=964917.000 | current_battery=0.000; load=442.000; voltage_battery=28035.000 |  |  |  |  |  | time_boot_ms=964920.000 |  | time_boot_ms=964920.000 | time_boot_ms=964922.000 | alt=543680.000; lat=-143012728.000; yaw=0.000 | time_boot_ms=964922.000 |  |  | lat=-143012729.000 | 
04/02/2025 11:35:55 FD,ahrs2_t;attitude_t;battery_status_t;file_transfer_protocol_t;heartbeat_t;local_position_ned_t;vfr_hud_t;vibration_t,time_boot_ms=964924.000 |  | current_battery=0.000; type=0.000 |  | autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 |  | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 |  |  | pitch=0.012; pitchspeed=0.000; roll=0.025; rollspeed=-8.688; time_boot_ms=965208.000; yaw=3.052; yawspeed=-0.001 | airspeed=0.065; alt=553.380; climb=-0.042; groundspeed=0.050; heading=174.000 | altitude=555.290; lat=-143012728.000; lng=-426905611.000; pitch=0.029; roll=0.009; yaw=3.060 |  |  |  |  |  |  |  |  |  | 
04/02/2025 11:35:56 FD,ahrs2_t;attitude_t;file_transfer_protocol_t;global_position_int_t;heartbeat_t;meminfo_t;mission_current_t;nav_controller_output_t;power_status_t;sys_status_t;vfr_hud_t, | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 | autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 |  |  |  | pitch=0.012; pitchspeed=0.000; roll=0.025; rollspeed=-0.001; time_boot_ms=966208.000; yaw=3.052; yawspeed=1.980 | airspeed=0.061; alt=553.370; climb=-0.046; groundspeed=0.041; heading=174.000 | altitude=555.000; lat=-143012727.000; lng=-426905605.000; pitch=0.029; roll=0.009; yaw=3.060 |  |  |  |  |  |  |  |  |  | alt=553340.000; lat=-143012727.000; time_boot_ms=966917.000 | current_battery=0.000; load=439.000; voltage_battery=28044.000 |  |  |  |  | 
04/02/2025 11:35:57 FD,ahrs2_t;ahrs_t;attitude_t;battery_status_t;ekf_status_report_t;file_transfer_protocol_t;gps_raw_int_t;heartbeat_t;local_position_ned_t;raw_imu_t;rc_channels_t;scaled_imu2_t;scaled_pressure_t;servo_output_raw_t;system_time_t;terrain_report_t;vfr_hud_t;vibration_t;wind_t, | time_boot_ms=966920.000 | autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 |  | time_boot_ms=966920.000 | time_boot_ms=966922.000 | alt=543600.000; lat=-143012727.000; yaw=0.000 | time_boot_ms=966922.000 |  |  | lat=-143012727.000 |  | time_boot_ms=966924.000 |  | current_battery=0.000; type=0.000 |  | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 |  |  | pitch=0.011; pitchspeed=-0.000; roll=0.025; rollspeed=-3.509; time_boot_ms=967208.000; yaw=3.052; yawspeed=0.001 | airspeed=0.064; alt=553.340; climb=-0.046; groundspeed=0.045; heading=174.000 | altitude=555.100; lat=-143012726.000; lng=-426905596.000; pitch=0.028; roll=0.009; yaw=3.060 |  |  |  |  |  |  |  | 
04/02/2025 11:35:58 FD,ahrs2_t;attitude_t;file_transfer_protocol_t;global_position_int_t;heartbeat_t;meminfo_t;mission_current_t;nav_controller_output_t;power_status_t;sys_status_t;vfr_hud_t, |  |  |  | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 | autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 |  |  | pitch=0.011; pitchspeed=0.001; roll=0.025; rollspeed=-0.001; time_boot_ms=968208.000; yaw=3.053; yawspeed=-0.002 | airspeed=0.061; alt=553.330; climb=-0.041; groundspeed=0.045; heading=174.000 | altitude=555.100; lat=-143012725.000; lng=-426905589.000; pitch=0.028; roll=0.009; yaw=3.061 |  |  |  |  |  |  |  |  | alt=553340.000; lat=-143012725.000; time_boot_ms=968917.000 | current_battery=1.000; load=444.000; voltage_battery=28044.000 |  |  |  | 
04/02/2025 11:35:59 FD,ahrs2_t;ahrs_t;attitude_t;battery_status_t;ekf_status_report_t;file_transfer_protocol_t;gps_raw_int_t;heartbeat_t;local_position_ned_t;raw_imu_t;rc_channels_t;scaled_imu2_t;scaled_pressure_t;servo_output_raw_t;system_time_t;terrain_report_t;vfr_hud_t;vibration_t;wind_t, | time_boot_ms=968920.000 | autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 |  | time_boot_ms=968920.000 | time_boot_ms=968922.000 | alt=543490.000; lat=-143012724.000; yaw=0.000 | time_boot_ms=968922.000 |  |  | lat=-143012725.000 |  | time_boot_ms=968924.000 |  | current_battery=1.000; type=0.000 |  |  | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 |  |  | pitch=0.011; pitchspeed=-0.001; roll=0.025; rollspeed=-0.000; time_boot_ms=969209.000; yaw=3.054; yawspeed=-0.001 | airspeed=0.055; alt=553.340; climb=-0.029; groundspeed=0.047; heading=174.000 | altitude=555.090; lat=-143012725.000; lng=-426905581.000; pitch=0.028; roll=0.009; yaw=3.061 |  |  |  |  |  |  |  | 
04/02/2025 11:36:00 FD,ahrs2_t;ahrs_t;attitude_t;battery_status_t;ekf_status_report_t;file_transfer_protocol_t;global_position_int_t;gps_raw_int_t;heartbeat_t;local_position_ned_t;meminfo_t;mission_current_t;nav_controller_output_t;power_status_t;raw_imu_t;rc_channels_t;scaled_imu2_t;scaled_pressure_t;servo_output_raw_t;sys_status_t;system_time_t;terrain_report_t;timesync_t;vfr_hud_t;vibration_t;wind_t, | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 | autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 | pitch=0.011; pitchspeed=0.000; roll=0.025; rollspeed=0.001; time_boot_ms=970207.000; yaw=3.054; yawspeed=0.000 | airspeed=0.047; alt=553.380; climb=-0.021; groundspeed=0.042; heading=174.000 | altitude=555.440; lat=-143012726.000; lng=-426905575.000; pitch=0.028; roll=0.009; yaw=3.060 |  |  | alt=553400.000; lat=-143012725.000; time_boot_ms=970382.000 | current_battery=0.000; load=463.000; voltage_battery=28045.000 |  |  |  |  |  | time_boot_ms=970384.000 |  | time_boot_ms=970384.000 | time_boot_ms=970384.000 | alt=543390.000; lat=-143012726.000; yaw=0.000 | time_boot_ms=970387.000 |  |  | lat=-143012725.000 |  | time_boot_ms=970392.000 |  | current_battery=0.000; type=0.000 | pitch=0.011; pitchspeed=-0.002; roll=0.025; rollspeed=0.002; time_boot_ms=970457.000; yaw=3.054; yawspeed=0.000 | airspeed=0.045; alt=553.410; climb=-0.016; groundspeed=0.042; heading=174.000 | altitude=555.430; lat=-143012726.000; lng=-426905573.000; pitch=0.028; roll=0.009; yaw=3.060 | pitch=0.011; pitchspeed=7.588; roll=0.025; rollspeed=0.001; time_boot_ms=970707.000; yaw=3.054; yawspeed=0.000 | airspeed=0.043; alt=553.430; climb=-0.012; groundspeed=0.041; heading=174.000 | altitude=555.340; lat=-143012726.000; lng=-426905572.000; pitch=0.028; roll=0.009; yaw=3.060 | alt=553450.000; lat=-143012726.000; time_boot_ms=970894.000 | current_battery=0.000; load=444.000; voltage_battery=28043.000 |  |  |  |  |  | time_boot_ms=970897.000 |  | time_boot_ms=970897.000 | time_boot_ms=970899.000 | alt=543360.000; lat=-143012726.000; yaw=0.000 | time_boot_ms=970899.000 |  |  | lat=-143012726.000 |  | time_boot_ms=970905.000 |  | current_battery=0.000; type=0.000 | pitch=0.010; pitchspeed=0.001; roll=0.025; rollspeed=-0.002; time_boot_ms=970957.000; yaw=3.054; yawspeed=-0.002 | airspeed=0.045; alt=553.450; climb=-0.010; groundspeed=0.044; heading=174.000 | altitude=555.260; lat=-143012726.000; lng=-426905569.000; pitch=0.028; roll=0.009; yaw=3.060 | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 | pitch=0.010; pitchspeed=0.000; roll=0.025; rollspeed=0.001; time_boot_ms=971207.000; yaw=3.053; yawspeed=0.000 | airspeed=0.046; alt=553.470; climb=-0.008; groundspeed=0.046; heading=174.000 | altitude=555.460; lat=-143012726.000; lng=-426905568.000; pitch=0.028; roll=0.009; yaw=3.059
04/02/2025 11:36:00 FE,param_value_t, |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
04/02/2025 11:36:01 FD,ahrs2_t;ahrs_t;attitude_t;battery_status_t;ekf_status_report_t;global_position_int_t;gps_raw_int_t;heartbeat_t;local_position_ned_t;meminfo_t;mission_current_t;nav_controller_output_t;power_status_t;raw_imu_t;rc_channels_t;scaled_imu2_t;scaled_pressure_t;servo_output_raw_t;sys_status_t;system_time_t;terrain_report_t;vfr_hud_t;vibration_t;wind_t,autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 | alt=553480.000; lat=-143012726.000; time_boot_ms=971394.000 | current_battery=0.000; load=454.000; voltage_battery=28045.000 |  |  |  |  |  | time_boot_ms=971397.000 |  | time_boot_ms=971399.000 | time_boot_ms=971399.000 | alt=543330.000; lat=-143012727.000; yaw=0.000 | time_boot_ms=971402.000 |  |  | lat=-143012726.000 |  | time_boot_ms=971405.000 |  | current_battery=0.000; type=0.000 | pitch=0.010; pitchspeed=-0.001; roll=0.025; rollspeed=0.002; time_boot_ms=971457.000; yaw=3.053; yawspeed=-0.001 | airspeed=0.046; alt=553.490; climb=-0.006; groundspeed=0.046; heading=174.000 | altitude=555.490; lat=-143012727.000; lng=-426905567.000; pitch=0.028; roll=0.009; yaw=3.059 | pitch=0.010; pitchspeed=-1.219; roll=0.025; rollspeed=-0.001; time_boot_ms=971707.000; yaw=3.053; yawspeed=0.001 | airspeed=0.045; alt=553.510; climb=-0.003; groundspeed=0.045; heading=174.000 | altitude=555.550; lat=-143012727.000; lng=-426905566.000; pitch=0.028; roll=0.009; yaw=3.058 | alt=553530.000; lat=-143012727.000; time_boot_ms=971894.000 | current_battery=0.000; load=436.000; voltage_battery=28044.000 |  |  |  |  |  | time_boot_ms=971897.000 |  | time_boot_ms=971897.000 | time_boot_ms=971899.000 | alt=543300.000; lat=-143012727.000; yaw=0.000 | time_boot_ms=971899.000 |  |  | lat=-143012727.000 |  | time_boot_ms=971905.000 |  | current_battery=0.000; type=0.000 | pitch=0.010; pitchspeed=0.001; roll=0.025; rollspeed=-0.000; time_boot_ms=971957.000; yaw=3.053; yawspeed=-0.002 | airspeed=0.044; alt=553.530; climb=-0.002; groundspeed=0.044; heading=174.000 | altitude=555.660; lat=-143012727.000; lng=-426905563.000; pitch=0.028; roll=0.009; yaw=3.059 | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 | pitch=0.010; pitchspeed=-0.001; roll=0.025; rollspeed=0.002; time_boot_ms=972207.000; yaw=3.054; yawspeed=-9.246 | airspeed=0.044; alt=553.550; climb=-0.003; groundspeed=0.043; heading=174.000 | altitude=555.680; lat=-143012728.000; lng=-426905562.000; pitch=0.028; roll=0.009; yaw=3.059
04/02/2025 11:36:02 FD,ahrs2_t;ahrs_t;attitude_t;battery_status_t;ekf_status_report_t;global_position_int_t;gps_raw_int_t;heartbeat_t;local_position_ned_t;meminfo_t;mission_current_t;nav_controller_output_t;power_status_t;raw_imu_t;rc_channels_t;scaled_imu2_t;scaled_pressure_t;servo_output_raw_t;sys_status_t;system_time_t;terrain_report_t;vfr_hud_t;vibration_t;wind_t,autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 | alt=553560.000; lat=-143012727.000; time_boot_ms=972394.000 | current_battery=0.000; load=457.000; voltage_battery=28040.000 |  |  |  |  |  | time_boot_ms=972397.000 |  | time_boot_ms=972397.000 | time_boot_ms=972399.000 | alt=543230.000; lat=-143012728.000; yaw=0.000 | time_boot_ms=972399.000 |  |  | lat=-143012727.000 |  | time_boot_ms=972405.000 |  | current_battery=0.000; type=0.000 | pitch=0.010; pitchspeed=0.001; roll=0.025; rollspeed=-0.001; time_boot_ms=972457.000; yaw=3.054; yawspeed=-0.001 | airspeed=0.043; alt=553.570; climb=-0.004; groundspeed=0.043; heading=174.000 | altitude=555.460; lat=-143012728.000; lng=-426905561.000; pitch=0.028; roll=0.009; yaw=3.059 | pitch=0.011; pitchspeed=0.001; roll=0.025; rollspeed=-0.001; time_boot_ms=972707.000; yaw=3.054; yawspeed=0.000 | airspeed=0.043; alt=553.570; climb=-0.007; groundspeed=0.042; heading=174.000 | altitude=555.590; lat=-143012728.000; lng=-426905559.000; pitch=0.028; roll=0.009; yaw=3.059 | alt=553590.000; lat=-143012728.000; time_boot_ms=972894.000 | current_battery=0.000; load=439.000; voltage_battery=28044.000 |  |  |  |  |  | time_boot_ms=972897.000 |  | time_boot_ms=972897.000 | time_boot_ms=972897.000 | alt=543190.000; lat=-143012728.000; yaw=0.000 | time_boot_ms=972899.000 |  |  | lat=-143012728.000 |  | time_boot_ms=972902.000 |  | current_battery=0.000; type=0.000 | pitch=0.011; pitchspeed=-0.002; roll=0.025; rollspeed=0.002; time_boot_ms=972957.000; yaw=3.054; yawspeed=-0.001 | airspeed=0.043; alt=553.590; climb=-0.007; groundspeed=0.042; heading=174.000 | altitude=555.590; lat=-143012728.000; lng=-426905555.000; pitch=0.028; roll=0.009; yaw=3.058 | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 | pitch=0.010; pitchspeed=0.001; roll=0.025; rollspeed=-0.001; time_boot_ms=973207.000; yaw=3.054; yawspeed=-0.001 | airspeed=0.046; alt=553.610; climb=-0.006; groundspeed=0.045; heading=174.000 | altitude=555.600; lat=-143012728.000; lng=-426905554.000; pitch=0.028; roll=0.009; yaw=3.059
04/02/2025 11:36:03 FD,ahrs2_t;ahrs_t;attitude_t;battery_status_t;ekf_status_report_t;global_position_int_t;gps_raw_int_t;heartbeat_t;local_position_ned_t;meminfo_t;mission_current_t;nav_controller_output_t;power_status_t;raw_imu_t;rc_channels_t;scaled_imu2_t;scaled_pressure_t;servo_output_raw_t;sys_status_t;system_time_t;terrain_report_t;vfr_hud_t;vibration_t;wind_t,alt=553620.000; lat=-143012728.000; time_boot_ms=973394.000 | current_battery=0.000; load=452.000; voltage_battery=28047.000 |  | autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 |  |  |  |  | time_boot_ms=973397.000 |  | time_boot_ms=973397.000 | time_boot_ms=973399.000 | alt=543130.000; lat=-143012728.000; yaw=0.000 | time_boot_ms=973399.000 |  |  | lat=-143012728.000 |  | time_boot_ms=973402.000 |  | current_battery=0.000; type=0.000 | pitch=0.010; pitchspeed=0.001; roll=0.025; rollspeed=-0.001; time_boot_ms=973457.000; yaw=3.054; yawspeed=0.000 | airspeed=0.045; alt=553.620; climb=-0.009; groundspeed=0.044; heading=174.000 | altitude=555.420; lat=-143012728.000; lng=-426905552.000; pitch=0.028; roll=0.009; yaw=3.059 | pitch=0.010; pitchspeed=-0.002; roll=0.025; rollspeed=0.001; time_boot_ms=973707.000; yaw=3.054; yawspeed=-0.001 | airspeed=0.045; alt=553.630; climb=-0.010; groundspeed=0.044; heading=174.000 | altitude=555.190; lat=-143012728.000; lng=-426905550.000; pitch=0.028; roll=0.009; yaw=3.059 | alt=553630.000; lat=-143012729.000; time_boot_ms=973894.000 | current_battery=0.000; load=434.000; voltage_battery=28042.000 |  |  |  |  |  | time_boot_ms=973897.000 |  | time_boot_ms=973899.000 | time_boot_ms=973899.000 | alt=543080.000; lat=-143012728.000; yaw=0.000 | time_boot_ms=973902.000 |  |  | lat=-143012729.000 |  | time_boot_ms=973905.000 |  | current_battery=0.000; type=0.000 | pitch=0.010; pitchspeed=0.000; roll=0.025; rollspeed=-0.000; time_boot_ms=973957.000; yaw=3.054; yawspeed=0.001 | airspeed=0.047; alt=553.630; climb=-0.014; groundspeed=0.045; heading=174.000 | altitude=555.330; lat=-143012729.000; lng=-426905547.000; pitch=0.028; roll=0.009; yaw=3.059 | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 | pitch=0.010; pitchspeed=0.000; roll=0.026; rollspeed=0.000; time_boot_ms=974207.000; yaw=3.054; yawspeed=-0.002 | airspeed=0.046; alt=553.630; climb=-0.017; groundspeed=0.043; heading=174.000 | altitude=555.490; lat=-143012729.000; lng=-426905546.000; pitch=0.028; roll=0.009; yaw=3.059
04/02/2025 11:36:04 FD,ahrs2_t;ahrs_t;attitude_t;battery_status_t;ekf_status_report_t;global_position_int_t;gps_raw_int_t;heartbeat_t;local_position_ned_t;meminfo_t;mission_current_t;nav_controller_output_t;power_status_t;raw_imu_t;rc_channels_t;scaled_imu2_t;scaled_pressure_t;servo_output_raw_t;sys_status_t;system_time_t;terrain_report_t;vfr_hud_t;vibration_t;wind_t,autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 | alt=553630.000; lat=-143012730.000; time_boot_ms=974394.000 | current_battery=0.000; load=454.000; voltage_battery=28045.000 |  |  |  |  |  | time_boot_ms=974397.000 |  | time_boot_ms=974399.000 | time_boot_ms=974399.000 | alt=543010.000; lat=-143012729.000; yaw=0.000 | time_boot_ms=974399.000 |  |  | lat=-143012730.000 |  | time_boot_ms=974405.000 |  | current_battery=0.000; type=0.000 | pitch=0.010; pitchspeed=0.001; roll=0.025; rollspeed=-0.001; time_boot_ms=974457.000; yaw=3.054; yawspeed=-0.000 | airspeed=0.048; alt=553.630; climb=-0.021; groundspeed=0.043; heading=174.000 | altitude=555.290; lat=-143012730.000; lng=-426905544.000; pitch=0.028; roll=0.009; yaw=3.059 | pitch=0.010; pitchspeed=-0.001; roll=0.026; rollspeed=0.001; time_boot_ms=974707.000; yaw=3.054; yawspeed=2.524 | airspeed=0.049; alt=553.620; climb=-0.023; groundspeed=0.043; heading=174.000 | altitude=555.290; lat=-143012730.000; lng=-426905543.000; pitch=0.027; roll=0.009; yaw=3.059 | alt=553620.000; lat=-143012730.000; time_boot_ms=974894.000 | current_battery=0.000; load=438.000; voltage_battery=28044.000 |  |  |  |  |  | time_boot_ms=974897.000 |  | time_boot_ms=974897.000 | time_boot_ms=974897.000 | alt=542970.000; lat=-143012729.000; yaw=0.000 | time_boot_ms=974899.000 |  |  | lat=-143012730.000 |  | time_boot_ms=974902.000 |  | current_battery=0.000; type=0.000 | pitch=0.011; pitchspeed=0.002; roll=0.026; rollspeed=-0.002; time_boot_ms=974957.000; yaw=3.054; yawspeed=-0.001 | airspeed=0.047; alt=553.620; climb=-0.024; groundspeed=0.041; heading=174.000 | altitude=555.310; lat=-143012729.000; lng=-426905540.000; pitch=0.028; roll=0.009; yaw=3.059 | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 | pitch=0.011; pitchspeed=-0.002; roll=0.026; rollspeed=0.001; time_boot_ms=975207.000; yaw=3.054; yawspeed=-0.001 | airspeed=0.046; alt=553.620; climb=-0.027; groundspeed=0.037; heading=174.000 | altitude=555.350; lat=-143012728.000; lng=-426905538.000; pitch=0.027; roll=0.009; yaw=3.059
04/02/2025 11:36:05 FD,ahrs2_t;ahrs_t;attitude_t;battery_status_t;ekf_status_report_t;global_position_int_t;gps_raw_int_t;heartbeat_t;local_position_ned_t;meminfo_t;mission_current_t;nav_controller_output_t;power_status_t;raw_imu_t;rc_channels_t;scaled_imu2_t;scaled_pressure_t;servo_output_raw_t;sys_status_t;system_time_t;terrain_report_t;vfr_hud_t;vibration_t;wind_t,autopilot=8.000; base_mode=0.000; custom_mode=0.000; mavlink_version=3.000; system_status=0.000; type=6.000 | alt=553610.000; lat=-143012730.000; time_boot_ms=975394.000 | current_battery=0.000; load=457.000; voltage_battery=28043.000 |  |  |  |  |  | time_boot_ms=975397.000 |  | time_boot_ms=975399.000 | time_boot_ms=975399.000 | alt=542910.000; lat=-143012727.000; yaw=0.000 | time_boot_ms=975399.000 |  |  | lat=-143012730.000 |  | time_boot_ms=975405.000 |  | current_battery=0.000; type=0.000 | pitch=0.011; pitchspeed=-0.001; roll=0.026; rollspeed=-0.000; time_boot_ms=975457.000; yaw=3.054; yawspeed=0.000 | airspeed=0.043; alt=553.610; climb=-0.028; groundspeed=0.033; heading=174.000 | altitude=555.370; lat=-143012727.000; lng=-426905537.000; pitch=0.027; roll=0.009; yaw=3.058 | pitch=0.011; pitchspeed=0.001; roll=0.026; rollspeed=-0.002; time_boot_ms=975707.000; yaw=3.054; yawspeed=-0.003 | airspeed=0.041; alt=553.610; climb=-0.030; groundspeed=0.028; heading=174.000 | altitude=555.450; lat=-143012727.000; lng=-426905537.000; pitch=0.027; roll=0.009; yaw=3.057 | alt=553610.000; lat=-143012730.000; time_boot_ms=975894.000 | current_battery=0.000; load=436.000; voltage_battery=28039.000 |  |  |  |  |  | time_boot_ms=975897.000 |  | time_boot_ms=975899.000 | time_boot_ms=975899.000 | alt=542840.000; lat=-143012727.000; yaw=0.000 | time_boot_ms=975902.000 |  |  | lat=-143012730.000 |  | time_boot_ms=975905.000 |  | current_battery=0.000; type=0.000 | pitch=0.011; pitchspeed=-0.001; roll=0.026; rollspeed=0.000; time_boot_ms=975957.000; yaw=3.054; yawspeed=0.002 | airspeed=0.041; alt=553.610; climb=-0.032; groundspeed=0.026; heading=174.000 | altitude=555.420; lat=-143012726.000; lng=-426905533.000; pitch=0.027; roll=0.009; yaw=3.057 | autopilot=3.000; base_mode=89.000; custom_mode=5.000; mavlink_version=3.000; system_status=3.000; type=2.000 | pitch=0.011; pitchspeed=-0.001; roll=0.026; rollspeed=0.001; time_boot_ms=976207.000; yaw=3.054; yawspeed=-0.002 | airspeed=0.041; alt=553.610; climb=-0.033; groundspeed=0.024; heading=174.000 | altitude=555.580; lat=-143012726.000; lng=-426905532.000; pitch=0.027; roll=0.009; yaw=3.057
